clause_id,doc_id,document,regulation_type,year,pasal,ayat,huruf,angka,source_location,bab,bagian,paragraf,clause_text,word_count,segmentation_note,unit_text_before_atomic_split,is_substantive,non_substantive_reason,policy_theme,label_id,label_source,rule_keyword,confidence,review_flag,keyword_scores_json,weighted_hits_json,audit_note,technical_tariff_clause,technical_tariff_evidence,domain_markers,domain_marker_evidence,best_theme_candidate,best_theme_score,final_label_score,audit_label_consistent,second_theme_candidate,second_theme_score,score_margin,n_matched_keywords_best_theme,n_matched_keywords_all_themes,top_evidence_keywords,strong_evidence_keywords,weak_or_ambiguous_evidence_keywords,evidence_strength
C00240,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 9,,,,Pasal 9,BAB II,Bagian Kedua,,"Untuk pemenuhan Penyediaan Energi dan Pemanfaatan Energi sebagaimana dimaksud dalam Pasal 8, diperlukan pencapaian sasaran kebijakan energi nasional sebagai berikut",20,article-level clause,"Untuk pemenuhan Penyediaan Energi dan Pemanfaatan Energi sebagaimana dimaksud dalam Pasal 8, diperlukan pencapaian sasaran kebijakan energi nasional sebagai berikut:",True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"kebijakan energi nasional, kebijakan",0.708,False,"{""Energy Security"": 1.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 2.6, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""penyediaan energi"", ""weight"": 1.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""kebijakan energi nasional"", ""weight"": 2.35}, {""keyword"": ""kebijakan"", ""weight"": 0.25}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Governance and Institutional Responsibility,2.6,2.6,True,Energy Security,1.0,1.6,2,3,"kebijakan energi nasional, kebijakan",kebijakan energi nasional,kebijakan,strong_evidence
C00241,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 9,,a,,Pasal 9 huruf a,BAB II,Bagian Kedua,,terwujudnya paradigma baru bahwa Sumber Energi merupakan modal pembangunan nasional,10,huruf-level clause,terwujudnya paradigma baru bahwa Sumber Energi merupakan modal pembangunan nasional;,True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,modal,0.55,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 1.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""modal"", ""weight"": 1.0}], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule; needs review due to low score or small margin,False,,,,Economic and Pricing Policy,1.0,1.0,True,Environmental Protection and Safety,0.0,1.0,1,1,modal,,,weak_evidence
C00242,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 9,,b,,Pasal 9 huruf b,BAB II,Bagian Kedua,,tercapainya Elastisitas Energi lebih kecil dari 1 (satu) pada tahun 2025 yang diselaraskan dengan target pertumbuhan ekonomi,17,huruf-level clause,tercapainya Elastisitas Energi lebih kecil dari 1 (satu) pada tahun 2025 yang diselaraskan dengan target pertumbuhan ekonomi;,True,substantive_candidate,Renewable and Sustainable Energy,L3,weighted-rule-assisted,elastisitas energi,0.5,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 1.0, ""Economic and Pricing Policy"": 1.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""elastisitas energi"", ""weight"": 1.0}], ""Economic and Pricing Policy"": [{""keyword"": ""pertumbuhan ekonomi"", ""weight"": 1.0}], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule; needs review due to low score or small margin,False,,,,Renewable and Sustainable Energy,1.0,1.0,True,Economic and Pricing Policy,1.0,0.0,1,2,elastisitas energi,,,ambiguous_small_margin
C00243,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 9,,c,,Pasal 9 huruf c,BAB II,Bagian Kedua,,tercapainya penurunan Intensitas Energi final sebesar 1% (satu persen) per tahun sampai dengan tahun 2025,15,huruf-level clause,tercapainya penurunan Intensitas Energi final sebesar 1% (satu persen) per tahun sampai dengan tahun 2025;,True,substantive_candidate,Renewable and Sustainable Energy,L3,weighted-rule-assisted,intensitas energi,0.5,True,"{""Energy Security"": 1.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 1.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""energi final"", ""weight"": 1.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""intensitas energi"", ""weight"": 1.0}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule; needs review due to low score or small margin,False,,,,Renewable and Sustainable Energy,1.0,1.0,True,Energy Security,1.0,0.0,1,2,intensitas energi,,,ambiguous_small_margin
C00244,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 9,,d,,Pasal 9 huruf d,BAB II,Bagian Kedua,,tercapainya Rasio Elektrifikasi sebesar 85% (delapan puluh lima persen) pada tahun 2015 dan mendekati sebesar 100% (seratus persen) pada tahun 2020,21,huruf-level clause,tercapainya Rasio Elektrifikasi sebesar 85% (delapan puluh lima persen) pada tahun 2015 dan mendekati sebesar 100% (seratus persen) pada tahun 2020;,True,substantive_candidate,Energy Security,L1,weighted-rule-assisted,"rasio elektrifikasi, elektrifikasi",0.68,False,"{""Energy Security"": 2.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""rasio elektrifikasi"", ""weight"": 1.0}, {""keyword"": ""elektrifikasi"", ""weight"": 1.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Energy Security,2.0,2.0,True,Environmental Protection and Safety,0.0,2.0,2,2,"rasio elektrifikasi, elektrifikasi",,,strong_evidence
C00245,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 9,,e,,Pasal 9 huruf e,BAB II,Bagian Kedua,,tercapainya rasio penggunaan gas rumah tangga pada tahun 2015 sebesar 85% (delapan puluh lima persen),15,huruf-level clause,tercapainya rasio penggunaan gas rumah tangga pada tahun 2015 sebesar 85% (delapan puluh lima persen); dan,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,rumah tangga,0.35,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.45, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [{""keyword"": ""rumah tangga"", ""weight"": 0.45}], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",only weak/general keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,1,,,,weak_or_insufficient_evidence
C00246,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 9,,f,,Pasal 9 huruf f,BAB II,Bagian Kedua,,tercapainya bauran Energi Primer yang optimal,6,huruf-level clause,tercapainya bauran Energi Primer yang optimal:,True,substantive_candidate,Renewable and Sustainable Energy,L3,weighted-rule-assisted,"bauran energi, bauran energi primer",0.675,False,"{""Energy Security"": 1.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 2.35, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""energi primer"", ""weight"": 1.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""bauran energi"", ""weight"": 1.0}, {""keyword"": ""bauran energi primer"", ""weight"": 1.35}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Renewable and Sustainable Energy,2.35,2.35,True,Energy Security,1.0,1.35,2,3,"bauran energi primer, bauran energi",,,strong_evidence
C00247,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 9,,f,1,Pasal 9 huruf f angka 1,BAB II,Bagian Kedua,,pada tahun 2025 peran Energi Baru dan Energi Terbarukan paling sedikit 23% (dua puluh tiga persen) dan pada tahun 2050 paling sedikit 31% (tiga puluh satu persen) sepanjang keekonomiannya terpenuhi,30,angka-level clause,pada tahun 2025 peran Energi Baru dan Energi Terbarukan paling sedikit 23% (dua puluh tiga persen) dan pada tahun 2050 paling sedikit 31% (tiga puluh satu persen) sepanjang keekonomiannya terpenuhi;,True,substantive_candidate,Renewable and Sustainable Energy,L3,weighted-rule-assisted,"energi baru, energi terbarukan",0.81,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 3.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""energi baru"", ""weight"": 1.0}, {""keyword"": ""energi terbarukan"", ""weight"": 2.0}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,renewable_power,renewable_power: energi terbarukan,Renewable and Sustainable Energy,3.0,3.0,True,Environmental Protection and Safety,0.0,3.0,2,2,"energi terbarukan, energi baru",energi terbarukan,,strong_evidence
C00248,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 9,,f,2,Pasal 9 huruf f angka 2,BAB II,Bagian Kedua,,pada tahun 2025 peran minyak bumi kurang dari 25% (dua puluh lima persen) dan pada tahun 2050 menjadi kurang dari 20% (dua puluh persen),24,angka-level clause,pada tahun 2025 peran minyak bumi kurang dari 25% (dua puluh lima persen) dan pada tahun 2050 menjadi kurang dari 20% (dua puluh persen);,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,minyak bumi,0.35,True,"{""Energy Security"": 0.35, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""minyak bumi"", ""weight"": 0.35}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",only weak/general keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,1,,,,weak_or_insufficient_evidence
C00249,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 9,,f,3,Pasal 9 huruf f angka 3,BAB II,Bagian Kedua,,"pada tahun 2025 peran batubara minimal 30% (tiga puluh persen), dan pada tahun 2050 minimal 25% (dua puluh lima persen)",20,angka-level clause,"pada tahun 2025 peran batubara minimal 30% (tiga puluh persen), dan pada tahun 2050 minimal 25% (dua puluh lima persen); dan",True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,batubara,0.35,True,"{""Energy Security"": 0.35, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""batubara"", ""weight"": 0.35}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",only weak/general keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,1,,,,weak_or_insufficient_evidence
C00250,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 9,,f,4,Pasal 9 huruf f angka 4,BAB II,Bagian Kedua,,pada tahun 2025 peran gas bumi minimal 22% (dua puluh dua persen) dan pada tahun 2050 mtnimal 24% (dua puluh empat persen),22,angka-level clause,pada tahun 2025 peran gas bumi minimal 22% (dua puluh dua persen) dan pada tahun 2050 mtnimal 24% (dua puluh empat persen). Kebijakan Utama Ketersediaan Energi untuk Kebutuhan Nasional,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,gas bumi,0.35,True,"{""Energy Security"": 0.35, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""gas bumi"", ""weight"": 0.35}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",only weak/general keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,1,,,,weak_or_insufficient_evidence
C00251,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 9,,f,4,Pasal 9 huruf f angka 4,BAB II,Bagian Kedua,,Kebijakan Utama Ketersediaan Energi untuk Kebutuhan Nasional,7,angka-level clause,pada tahun 2025 peran gas bumi minimal 22% (dua puluh dua persen) dan pada tahun 2050 mtnimal 24% (dua puluh empat persen). Kebijakan Utama Ketersediaan Energi untuk Kebutuhan Nasional,True,substantive_candidate,Energy Security,L1,weighted-rule-assisted,ketersediaan energi,0.667,False,"{""Energy Security"": 2.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.25, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""ketersediaan energi"", ""weight"": 2.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""kebijakan"", ""weight"": 0.25}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Energy Security,2.0,2.0,True,Governance and Institutional Responsibility,0.25,1.75,1,2,ketersediaan energi,ketersediaan energi,,strong_evidence
C00252,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 10,1,,,Pasal 10 ayat 1,BAB III,Bagian Kesatu,Paragraf 1,Ketersediaan Energi untuk kebutuhan nasional dipenuhi dengan,7,ayat-level clause,Ketersediaan Energi untuk kebutuhan nasional dipenuhi dengan:,True,substantive_candidate,Energy Security,L1,weighted-rule-assisted,ketersediaan energi,0.68,False,"{""Energy Security"": 2.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""ketersediaan energi"", ""weight"": 2.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Energy Security,2.0,2.0,True,Environmental Protection and Safety,0.0,2.0,1,1,ketersediaan energi,ketersediaan energi,,strong_evidence
C00253,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 10,1,a,,Pasal 10 ayat 1 huruf a,BAB III,Bagian Kesatu,Paragraf 1,"meningkatkan eksplorasi sumber daya, potensi dan/atau cadangan terbukti Energi, baik dari jenis fosil maupun Energi Baru dan Energi Terbarukan",20,huruf-level clause,"meningkatkan eksplorasi sumber daya, potensi dan/atau cadangan terbukti Energi, baik dari jenis fosil maupun Energi Baru dan Energi Terbarukan;",True,substantive_candidate,Renewable and Sustainable Energy,L3,weighted-rule-assisted,"energi baru, energi terbarukan",0.81,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 3.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""energi baru"", ""weight"": 1.0}, {""keyword"": ""energi terbarukan"", ""weight"": 2.0}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,renewable_power,renewable_power: energi terbarukan,Renewable and Sustainable Energy,3.0,3.0,True,Environmental Protection and Safety,0.0,3.0,2,2,"energi terbarukan, energi baru",energi terbarukan,,strong_evidence
C00254,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 10,1,b,,Pasal 10 ayat 1 huruf b,BAB III,Bagian Kesatu,Paragraf 1,meningkatkan produksi Energi dan Sumber Energi dalam negeri dan/atau dari sumber luar negeri,14,huruf-level clause,meningkatkan produksi Energi dan Sumber Energi dalam negeri dan/atau dari sumber luar negeri;,True,substantive_candidate,Energy Security,L1,weighted-rule-assisted,sumber energi dalam negeri,0.596,False,"{""Energy Security"": 1.35, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""sumber energi dalam negeri"", ""weight"": 1.35}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Energy Security,1.35,1.35,True,Environmental Protection and Safety,0.0,1.35,1,1,sumber energi dalam negeri,,,moderate_evidence
